# CH505TF SAXS T-Jumps Second Right Vectors
Double Exponential Decay Fit | Calculated with tr_tjump_saxs_analysis Python package | 25 February 2024time,double_exp_decay_model
4.231571571571572008e+02,-3.572319395388896769e-04
4.241551551551551711e+02,-3.574642266184583110e-04
4.251531531531531982e+02,-3.576962167861595112e-04
4.261511511511511685e+02,-3.579279104215091949e-04
4.271491491491491956e+02,-3.581593079035382075e-04
4.281471471471471659e+02,-3.583904096107929727e-04
4.291451451451451362e+02,-3.586212159213360349e-04
4.301431431431431633e+02,-3.588517272127466013e-04
4.311411411411411336e+02,-3.590819438621214630e-04
4.321391391391391608e+02,-3.593118662460751582e-04
4.331371371371371310e+02,-3.595414947407410021e-04
4.341351351351351582e+02,-3.597708297217714658e-04
4.351331331331331285e+02,-3.599998715643387736e-04
4.361311311311311556e+02,-3.602286206431358235e-04
4.371291291291291259e+02,-3.604570773323764049e-04
4.381271271271271530e+02,-3.606852420057959571e-04
4.391251251251251233e+02,-3.609131150366523826e-04
4.401231231231231504e+02,-3.611406967977263179e-04
4.411211211211211207e+02,-3.613679876613218930e-04
4.421191191191191479e+02,-3.615949879992675438e-04
4.431171171171171181e+02,-3.618216981829162297e-04
4.441151151151151453e+02,-3.620481185831463545e-04
4.451131131131131156e+02,-3.622742495703623090e-04
4.461111111111111427e+02,-3.625000915144947419e-04
4.471091091091091130e+02,-3.627256447850018607e-04
4.481071071071071401e+02,-3.629509097508693775e-04
4.491051051051051104e+02,-3.631758867806113224e-04
4.501031031031031375e+02,-3.634005762422709649e-04
4.511011011011011078e+02,-3.636249785034207055e-04
4.520990990990991349e+02,-3.638490939311635392e-04
4.530970970970971052e+02,-3.640729228921329476e-04
4.540950950950951324e+02,-3.642964657524939281e-04
4.550930930930931027e+02,-3.645197228779434285e-04
4.560910910910911298e+02,-3.647426946337107797e-04
4.570890890890891001e+02,-3.649653813845586724e-04
4.580870870870871272e+02,-3.651877834947835902e-04
4.590850850850850975e+02,-3.654099013282160807e-04
4.600830830830831246e+02,-3.656317352482219485e-04
4.610810810810810949e+02,-3.658532856177024173e-04
4.620790790790791220e+02,-3.660745527990947809e-04
4.630770770770770923e+02,-3.662955371543731619e-04
4.640750750750751195e+02,-3.665162390450489994e-04
4.650730730730730897e+02,-3.667366588321716459e-04
4.660710710710711169e+02,-3.669567968763288003e-04
4.670690690690690872e+02,-3.671766535376474842e-04
4.680670670670671143e+02,-3.673962291757942584e-04
4.690650650650650846e+02,-3.676155241499759821e-04
4.700630630630631117e+02,-3.678345388189404631e-04
4.710610610610610820e+02,-3.680532735409767836e-04
4.720590590590590523e+02,-3.682717286739162210e-04
4.730570570570570794e+02,-3.684899045751325198e-04
4.740550550550550497e+02,-3.687078016015427040e-04
4.750530530530530768e+02,-3.689254201096076741e-04
4.760510510510510471e+02,-3.691427604553324773e-04
4.770490490490490743e+02,-3.693598229942673386e-04
4.780470470470470445e+02,-3.695766080815078222e-04
4.790450450450450717e+02,-3.697931160716957542e-04
4.800430430430430420e+02,-3.700093473190196013e-04
4.810410410410410691e+02,-3.702253021772150673e-04
4.820390390390390394e+02,-3.704409809995658524e-04
4.830370370370370665e+02,-3.706563841389037611e-04
4.840350350350350368e+02,-3.708715119476100035e-04
4.850330330330330639e+02,-3.710863647776150328e-04
4.860310310310310342e+02,-3.713009429803997377e-04
4.870290290290290613e+02,-3.715152469069955506e-04
4.880270270270270316e+02,-3.717292769079852616e-04
4.890250250250250588e+02,-3.719430333335036138e-04
4.900230230230230291e+02,-3.721565165332376833e-04
4.910210210210210562e+02,-3.723697268564276925e-04
4.920190190190190265e+02,-3.725826646518672807e-04
4.930170170170170536e+02,-3.727953302679045886e-04
4.940150150150150239e+02,-3.730077240524420955e-04
4.950130130130130510e+02,-3.732198463529378665e-04
4.960110110110110213e+02,-3.734316975164056604e-04
4.970090090090090484e+02,-3.736432778894159057e-04
4.980070070070070187e+02,-3.738545878180958093e-04
4.990050050050050459e+02,-3.740656276481302777e-04
5.000030030030030161e+02,-3.742763977247623506e-04
5.010010010010010433e+02,-3.744868983927937436e-04
5.019989989989990136e+02,-3.746971299965854438e-04
5.029969969969970407e+02,-3.749070928800583066e-04
5.039949949949950110e+02,-3.751167873866935432e-04
5.049929929929930381e+02,-3.753262138595333175e-04
5.059909909909910084e+02,-3.755353726411814501e-04
