8.582999999999999829e+01,-2.039506172839505598e+04
8.729000000000000625e+01,-7.023255813953932375e+03
8.754999999999999716e+01,-3.596273291925899684e+03
8.890000000000000568e+01,8.368421052631456405e+03
8.926000000000000512e+01,1.300000000000000000e+04
9.051999999999999602e+01,2.439534883720986545e+04
9.098000000000000398e+01,2.997530864197574556e+04
9.214000000000000057e+01,3.932558139534899965e+04
9.270000000000000284e+01,4.578260869565233588e+04
9.375000000000000000e+01,5.389473684210516512e+04
9.440999999999999659e+01,6.037037037036987022e+04
9.537000000000000455e+01,6.674418604651093483e+04
9.612999999999999545e+01,7.272839506172807887e+04
9.698999999999999488e+01,7.750000000000000000e+04
9.784999999999999432e+01,8.422360248447209597e+04
9.859999999999999432e+01,8.850877192982472479e+04
9.956000000000000227e+01,9.500000000000023283e+04
1.002000000000000028e+02,9.890804597701132298e+04
1.012999999999999972e+02,1.063125000000000000e+05
1.017999999999999972e+02,1.086470588235293981e+05
1.030000000000000000e+02,1.093529411764706019e+05
1.035000000000000000e+02,1.093529411764706019e+05
1.047000000000000028e+02,1.127500000000004657e+05
1.050999999999999943e+02,1.141176470588240772e+05
1.064000000000000057e+02,1.177500000000002328e+05
1.067000000000000028e+02,1.187647058823530097e+05
1.080999999999999943e+02,1.217499999999997672e+05
1.082999999999999972e+02,1.230000000000000000e+05
1.099000000000000057e+02,1.300000000000000000e+05
1.115000000000000000e+02,1.311176470588231459e+05
1.115999999999999943e+02,1.309499999999996508e+05
1.130999999999999943e+02,1.310823529411766212e+05
1.132999999999999972e+02,1.299294117647060193e+05
1.147999999999999972e+02,1.253411764705884270e+05
1.150000000000000000e+02,1.248250000000001164e+05
1.164000000000000057e+02,1.246705882352939807e+05
1.167000000000000028e+02,1.237374999999998836e+05
1.180000000000000000e+02,1.234411764705885435e+05
1.184000000000000057e+02,1.220750000000003492e+05
1.195999999999999943e+02,1.249333333333337214e+05
1.202000000000000028e+02,1.244125000000002328e+05
1.212000000000000028e+02,1.241000000000001164e+05
1.219000000000000057e+02,1.214750000000002328e+05
1.227999999999999972e+02,1.210117647058824077e+05
1.235999999999999943e+02,1.161176470588233788e+05
1.245000000000000000e+02,1.136294117647057283e+05
1.252999999999999972e+02,1.104500000000000000e+05
1.260999999999999943e+02,1.099529411764707183e+05
1.270000000000000000e+02,1.063000000000000000e+05
1.277000000000000028e+02,1.057647058823527186e+05
1.286999999999999886e+02,1.014999999999994761e+05
1.293000000000000114e+02,1.017999999999994761e+05
1.305000000000000000e+02,9.834999999999982538e+04
1.309000000000000057e+02,9.781176470588211669e+04
1.321999999999999886e+02,9.175624999999973807e+04
1.325000000000000000e+02,9.127647058823509724e+04
1.339000000000000057e+02,8.312352941176496097e+04
1.341999999999999886e+02,8.222352941176499007e+04
1.355999999999999943e+02,7.536249999999979627e+04
1.358000000000000114e+02,7.493529411764681572e+04
1.373000000000000114e+02,6.753125000000005821e+04
1.374000000000000057e+02,6.728470588235300966e+04
1.390000000000000000e+02,5.934000000000000000e+04
1.405999999999999943e+02,5.275666666666684614e+04
1.408000000000000114e+02,5.157500000000009459e+04
1.421999999999999886e+02,4.527705882352954359e+04
1.425000000000000000e+02,4.344705882352944172e+04
1.439000000000000057e+02,3.755058823529399524e+04
1.441999999999999886e+02,3.609062499999994907e+04
1.455000000000000000e+02,3.184411764705883979e+04
1.459000000000000057e+02,3.038750000000002183e+04
1.470999999999999943e+02,2.761294117647060193e+04
1.475999999999999943e+02,2.654437500000000364e+04
1.486999999999999886e+02,2.531941176470594655e+04
1.493000000000000114e+02,2.509750000000005093e+04
1.503000000000000114e+02,2.561555555555552564e+04
1.510999999999999943e+02,2.707999999999992724e+04
1.519000000000000057e+02,2.869529411764704855e+04
1.528000000000000114e+02,3.184529411764713586e+04
1.535999999999999943e+02,3.465941176470591745e+04
1.545000000000000000e+02,3.782529411764713586e+04
1.561999999999999886e+02,4.323529411764713586e+04
1.579000000000000057e+02,4.747529411764732504e+04
1.595999999999999943e+02,4.995529411764732504e+04
1.614000000000000057e+02,5.074588235294158949e+04
