0.000000000000000000e+00,0.000000000000000000e+00
1.616000000000000103e+00,3.779411764705881069e+03
1.717000000000000082e+00,3.453531230674088874e+03
3.233000000000000096e+00,7.240466200466202281e+03
3.432999999999999829e+00,6.641485148514853790e+03
4.849000000000000199e+00,1.030209668025626161e+04
5.150000000000000355e+00,9.470432900432904717e+03
6.466000000000000192e+00,1.299300699300700217e+04
6.865999999999999659e+00,1.200495049504953204e+04
8.082000000000000739e+00,1.520518345952243544e+04
8.583000000000000185e+00,1.405510204081633128e+04
9.698999999999999844e+00,1.682300524170062272e+04
1.030000000000000071e+01,1.539459962756047025e+04
1.131000000000000050e+01,1.744534883720934158e+04
1.201999999999999957e+01,1.602962962962966412e+04
1.292999999999999972e+01,1.801637426900584251e+04
1.373000000000000043e+01,1.660246913580247201e+04
1.455000000000000071e+01,1.783023255813959986e+04
1.544999999999999929e+01,1.565465838509320747e+04
1.616000000000000014e+01,1.604360465116275009e+04
1.717000000000000171e+01,1.375493827160494402e+04
1.778000000000000114e+01,1.406608187134505715e+04
1.887999999999999901e+01,1.177530864197527990e+04
1.939999999999999858e+01,1.151627906976733357e+04
2.060000000000000142e+01,7.716770186335314065e+03
2.101000000000000156e+01,6.966860465116333216e+03
2.232000000000000028e+01,2.890740740740671754e+03
2.262999999999999901e+01,2.253216374268871732e+03
2.403000000000000114e+01,-2.700000000000116415e+03
2.425000000000000000e+01,-3.441860465116333216e+03
2.575000000000000000e+01,-9.757763975155306980e+03
2.585999999999999943e+01,-1.028488372093020007e+04
2.746999999999999886e+01,-1.833950617283931933e+04
2.748000000000000043e+01,-1.838596491228067316e+04
2.910000000000000142e+01,-2.491228070175438188e+04
2.917999999999999972e+01,-2.526708074534148909e+04
3.071000000000000085e+01,-3.437790697674406692e+04
3.089999999999999858e+01,-3.519753086419729516e+04
3.232999999999999829e+01,-4.386046511627896689e+04
3.261999999999999744e+01,-4.537267080745333806e+04
3.393999999999999773e+01,-5.412280701754381880e+04
3.432999999999999829e+01,-5.583333333333325572e+04
3.556000000000000227e+01,-6.377906976744160056e+04
3.604999999999999716e+01,-6.633950617283931933e+04
3.717999999999999972e+01,-7.421511627906979993e+04
3.777000000000000313e+01,-7.744720496894419193e+04
3.878999999999999915e+01,-8.510526315789483488e+04
3.947999999999999687e+01,-8.790740740740741603e+04
4.040999999999999659e+01,-9.466279069767449982e+04
4.120000000000000284e+01,-9.942592592592630535e+04
4.203000000000000114e+01,-1.056549707602339331e+05
4.290999999999999659e+01,-1.098198757763970643e+05
4.364000000000000057e+01,-1.151686046511628665e+05
4.463000000000000256e+01,-1.202777777777779847e+05
4.525999999999999801e+01,-1.249941860465118662e+05
4.635000000000000142e+01,-1.297901234567901120e+05
4.688000000000000256e+01,-1.332339181286548264e+05
4.806000000000000227e+01,-1.383043478260869160e+05
4.849000000000000199e+01,-1.412500000000000000e+05
4.978000000000000114e+01,-1.473518518518516794e+05
5.010999999999999943e+01,-1.494883720930232666e+05
5.150000000000000000e+01,-1.541975308641977608e+05
5.172999999999999687e+01,-1.554678362573101185e+05
5.321000000000000085e+01,-1.612360248447204940e+05
5.334000000000000341e+01,-1.620697674418604001e+05
5.492999999999999972e+01,-1.670000000000000000e+05
5.496000000000000085e+01,-1.671453488372093998e+05
5.657000000000000028e+01,-1.712790697674416006e+05
5.664999999999999858e+01,-1.712716049382714555e+05
5.818999999999999773e+01,-1.744736842105262913e+05
5.835999999999999943e+01,-1.743024691358027048e+05
5.981000000000000227e+01,-1.755930232558138669e+05
6.007999999999999829e+01,-1.750372670807451941e+05
6.142000000000000171e+01,-1.753953488372093998e+05
6.179999999999999716e+01,-1.745061728395060636e+05
6.303999999999999915e+01,-1.750701754385964014e+05
6.350999999999999801e+01,-1.735432098765433766e+05
6.465999999999999659e+01,-1.726104651162791997e+05
6.523000000000000398e+01,-1.700807453416148201e+05
6.626999999999999602e+01,-1.684883720930232666e+05
6.695000000000000284e+01,-1.652962962962961756e+05
6.789000000000000057e+01,-1.635555555555555038e+05
6.865999999999999659e+01,-1.583271604938269593e+05
6.951000000000000512e+01,-1.560697674418604001e+05
7.037999999999999545e+01,-1.505403726708074100e+05
7.112000000000000455e+01,-1.479883720930232666e+05
7.209999999999999432e+01,-1.403703703703703359e+05
7.273999999999999488e+01,-1.383742690058480948e+05
7.381000000000000227e+01,-1.297530864197532646e+05
7.435999999999999943e+01,-1.275581395348836668e+05
7.553000000000000114e+01,-1.177391304347827099e+05
7.596999999999999886e+01,-1.158372093023257330e+05
7.725000000000000000e+01,-1.032962962962961756e+05
7.759000000000000341e+01,-1.017719298245613463e+05
7.895999999999999375e+01,-8.866459627329232171e+04
7.920000000000000284e+01,-8.732558139534899965e+04
8.068000000000000682e+01,-7.197530864197481424e+04
8.081999999999999318e+01,-7.133720930232526734e+04
8.240000000000000568e+01,-5.633333333333302289e+04
8.243999999999999773e+01,-5.612280701754381880e+04
8.404999999999999716e+01,-3.931578947368403897e+04
8.410999999999999943e+01,-3.840740740740718320e+04
8.567000000000000171e+01,-2.269767441860493273e+04
