3.101361958426305035e-02,-4.927259586303772920e+00,2.580262589382403392e-03
3.245608143954804153e-02,-5.032790229716551877e+00,1.420627356235080324e-03
3.389853892056406831e-02,-5.287249706113788861e+00,1.251524977590635565e-03
3.534099183292626484e-02,-5.470278111831272660e+00,1.226071738751045598e-03
3.678343998225332145e-02,-5.555550353530811947e+00,1.304701125296044498e-03
3.822588317416760612e-02,-5.520886971776440610e+00,1.311088880607131886e-03
3.966832121429532398e-02,-5.382856587882875132e+00,1.368440131142866162e-03
4.111075390826666315e-02,-5.232465140996057862e+00,1.368729786710554727e-03
4.255318106171594728e-02,-5.066143568310223166e+00,1.348548345605262702e-03
4.399560248028176745e-02,-4.825605043224564739e+00,1.313913922139540178e-03
4.543801796960719036e-02,-4.580577577836863590e+00,1.315726781595549484e-03
4.688042733533982764e-02,-4.326754829425742521e+00,1.324862082616572873e-03
4.832283038313208573e-02,-4.054461417504859888e+00,1.260286559606750480e-03
4.976522691864118664e-02,-3.735354780449187562e+00,1.174651120822380827e-03
5.120761674752944553e-02,-3.400435711050960208e+00,1.090691957424702206e-03
5.264999967546434012e-02,-3.101765992112008430e+00,1.043197009917877982e-03
5.409237550811871187e-02,-2.832139620361050270e+00,9.900062442464426047e-04
5.553474405117082846e-02,-2.546925718451736653e+00,8.852646504525409771e-04
5.697710511030468911e-02,-2.261705502422194147e+00,7.984333266830222989e-04
5.841945849121001066e-02,-1.988096173288098401e+00,7.211644848127785144e-04
5.986180399958244275e-02,-1.740445861265526029e+00,6.596300320550613216e-04
6.130414144112381059e-02,-1.513443534075082475e+00,5.737386868214024464e-04
6.274647062154206645e-02,-1.296948489909825142e+00,4.952839254842032789e-04
6.418879134655164354e-02,-1.102603183593891645e+00,4.352798341999387314e-04
6.563110342187347679e-02,-9.310951221631408314e-01,3.593211802845864785e-04
6.707340665323516249e-02,-7.744721597636711197e-01,3.135884159910506410e-04
6.851570084637120805e-02,-6.351756700843830261e-01,2.507146351459833594e-04
6.995798580702304592e-02,-5.133721497869853101e-01,2.048528488719974572e-04
7.140026134093929722e-02,-4.152526933079248028e-01,1.700729665152746954e-04
7.284252725387584115e-02,-3.299900919597612559e-01,1.431866110049796650e-04
7.428478335159599544e-02,-2.552693645601096240e-01,1.151182825278224446e-04
7.572702943987068280e-02,-1.936084327208129063e-01,9.328704211133078306e-05
7.716926532447858367e-02,-1.463796581875526082e-01,7.723950779406363060e-05
7.861149081120624715e-02,-1.101100152414407479e-01,6.983397250151340797e-05
8.005370570584828538e-02,-8.275659964617355924e-02,7.360761396544763017e-05
8.149590981420740121e-02,-6.169218441912837497e-02,7.154139875021979901e-05
8.293810294209483236e-02,-4.759094139693056252e-02,7.072940675181970554e-05
8.438028489533012932e-02,-3.932894087727247662e-02,7.747912217717814562e-05
8.582245547974157174e-02,-3.563695412593152062e-02,8.224516391375944694e-05
8.726461450116618224e-02,-3.609665538337794577e-02,7.619969553147003119e-05
