3.101361958426305035e-02,-5.076433692955152566e+00,1.981137338378264647e-03
3.245608143954804153e-02,-5.085532464688675702e+00,1.062827236104357115e-03
3.389853892056406831e-02,-5.278801574117679252e+00,9.433035571248852245e-04
3.534099183292626484e-02,-5.397837948867661773e+00,8.523403682199507747e-04
3.678343998225332145e-02,-5.474628227570267569e+00,7.941620962263453093e-04
3.822588317416760612e-02,-5.434232867096474351e+00,7.153921017494835376e-04
3.966832121429532398e-02,-5.296354971440346837e+00,7.092515142468002430e-04
4.111075390826666315e-02,-5.142381639461333087e+00,6.724245592268689392e-04
4.255318106171594728e-02,-4.974959865812174975e+00,6.277507622438028515e-04
4.399560248028176745e-02,-4.734663232206329120e+00,5.546524631186909539e-04
4.543801796960719036e-02,-4.491674153651567636e+00,5.187504141251971391e-04
4.688042733533982764e-02,-4.241215178424386778e+00,5.234418450433291807e-04
4.832283038313208573e-02,-3.970996317053763658e+00,4.916493021185677206e-04
4.976522691864118664e-02,-3.654874202598628496e+00,4.414533194771298806e-04
5.120761674752944553e-02,-3.324666134677122020e+00,3.975579671191260909e-04
5.264999967546434012e-02,-3.031032184730132695e+00,3.706187975291034349e-04
5.409237550811871187e-02,-2.766063004054195584e+00,3.366308360018468310e-04
5.553474405117082846e-02,-2.484894624660589635e+00,2.861923203044649719e-04
5.697710511030468911e-02,-2.205455559412093258e+00,2.690833665830179950e-04
5.841945849121001066e-02,-1.937267596626880417e+00,2.517366496579849229e-04
5.986180399958244275e-02,-1.695016208682283976e+00,2.374838233453473884e-04
6.130414144112381059e-02,-1.472580290691024363e+00,2.087926131666892598e-04
6.274647062154206645e-02,-1.260905222716651730e+00,1.801173173721116203e-04
6.418879134655164354e-02,-1.071832778049123469e+00,1.660224191824369343e-04
6.563110342187347679e-02,-9.044923718626483033e-01,1.550041378012833053e-04
6.707340665323516249e-02,-7.520065061754670488e-01,1.487413667164540286e-04
6.851570084637120805e-02,-6.166828539802554632e-01,1.332211956767695373e-04
6.995798580702304592e-02,-4.985898923958392848e-01,1.273157216696455072e-04
7.140026134093929722e-02,-4.036885534283578547e-01,1.212462792414429680e-04
7.284252725387584115e-02,-3.214091022145909582e-01,1.108870875059184428e-04
7.428478335159599544e-02,-2.491895523634052312e-01,1.107665117582922268e-04
7.572702943987068280e-02,-1.898867202697603895e-01,1.060477774261236767e-04
7.716926532447858367e-02,-1.444933013406320688e-01,9.915684599326706882e-05
7.861149081120624715e-02,-1.099935502094162160e-01,1.032980701419568986e-04
8.005370570584828538e-02,-8.407773301317422732e-02,1.012358666148100399e-04
8.149590981420740121e-02,-6.431140867247943371e-02,9.892592933396207242e-05
8.293810294209483236e-02,-5.093406039680777736e-02,9.105790436059897337e-05
8.438028489533012932e-02,-4.331148230664692150e-02,8.931304011816066887e-05
8.582245547974157174e-02,-4.004053122158680866e-02,9.728258376836860046e-05
8.726461450116618224e-02,-4.068541835874003171e-02,9.680198718641924987e-05
8.870676176545000402e-02,-4.318808724051002856e-02,9.826687299665383239e-05
9.014889707844804534e-02,-4.723298451532881304e-02,9.487487110475221488e-05
9.159102024602472358e-02,-5.134347070631999077e-02,8.969102321423953706e-05
9.303313107405365712e-02,-5.724908748379223949e-02,9.011633508167241318e-05
9.447522936841820651e-02,-6.300066961573461133e-02,8.306312846563579432e-05
9.591731493501118311e-02,-6.793188616575421279e-02,8.056715207730334933e-05
9.735938757973547353e-02,-7.441899841099376689e-02,8.128764985915952306e-05
9.880144710850380374e-02,-7.927588259863453668e-02,8.021233264578327084e-05
1.002434933272390999e-01,-8.311995358650219046e-02,8.224309145777809651e-05
1.016855260418745993e-01,-8.573788938691749573e-02,7.532779862826558925e-05
1.031275450583538505e-01,-8.692855385894304732e-02,7.049921522986052206e-05
1.045695501826311713e-01,-8.837828448318406360e-02,7.610073714179209825e-05
1.060115412206715096e-01,-8.800178990783143196e-02,6.882579640472781578e-05
1.074535179784507077e-01,-8.700241169413672204e-02,7.040370638186718049e-05
1.088954802619557516e-01,-8.481546941162543263e-02,7.473761302992402370e-05
1.103374278771845907e-01,-8.247391156875685803e-02,6.644962606881785520e-05
1.117793606301467069e-01,-7.835182610170125794e-02,6.557303133359880542e-05
1.132212783268630313e-01,-7.327667494612721821e-02,7.537187327238744771e-05
1.146631807733660968e-01,-6.872006014171530563e-02,7.618243236143729862e-05
1.161050677757002186e-01,-6.352836817654732016e-02,6.710503913591311313e-05
1.175469391399216468e-01,-5.894913283115209290e-02,6.150648525660360713e-05
1.189887946720988438e-01,-5.369337774843250394e-02,6.096320494374588537e-05
1.204306341783122347e-01,-4.867999069075135132e-02,6.190309971471472290e-05
1.218724574646549291e-01,-4.454572854147981903e-02,6.400299666067987738e-05
1.233142643372323877e-01,-3.975843034503053625e-02,6.345899243907645009e-05
1.247560546021628108e-01,-3.579714927444534872e-02,6.009966374348643090e-05
1.261978280655771667e-01,-3.193754881334154305e-02,5.998135148698053985e-05
1.276395845336194823e-01,-2.862729695869499491e-02,6.284163523814701357e-05
1.290813238124469409e-01,-2.551309718779145447e-02,6.158045235084976074e-05
1.305230457082299511e-01,-2.281693087078466228e-02,5.684541499386356201e-05
1.319647500271523277e-01,-2.029376955243175629e-02,6.047604673791155699e-05
1.334064365754114578e-01,-1.776407377572182880e-02,5.685844631688981489e-05
1.348481051592186064e-01,-1.529657777716058112e-02,6.047669223334731226e-05
1.362897555847986664e-01,-1.343043843775690652e-02,6.007543285094021370e-05
1.377313876583908248e-01,-1.208509500695207142e-02,6.227831465772301611e-05
1.391730011862482574e-01,-1.081896145519667223e-02,5.904843310190596359e-05
1.406145959746386009e-01,-9.958082328488954832e-03,5.590065198085544974e-05
1.420561718298437026e-01,-9.374825464221353891e-03,5.573034902762845095e-05
1.434977285581603701e-01,-8.754193510231851952e-03,5.708756520809824437e-05
1.449392659659000104e-01,-8.219686305735222215e-03,5.802532202620190892e-05
1.463807838593889910e-01,-8.094924862387728806e-03,6.134258886609074641e-05
1.478222820449686947e-01,-8.219400972350450127e-03,5.426966091531441145e-05
1.492637603289957426e-01,-8.582261147467649953e-03,5.383332031466324613e-05
1.507052185178422432e-01,-8.479002195830337429e-03,5.748808270447022795e-05
