-3.391968956252693346e-01,2.772903735466734076e-01,-4.240179074459430320e-01,-3.372700144777247000e-01,-2.189672691997016085e-02,-3.131777674109580828e-02,-9.048972107242744811e-02
-3.106633302251466944e-01,1.731320932084250142e-01,-7.173302795194465287e-02,4.194407878954275332e-02,4.579085583457236375e-01,2.294328758318899680e-02,-6.505380287344664399e-03
-3.080733524872346085e-01,2.497862258236562272e-01,3.524486769009273490e-01,-1.750110730104948165e-01,7.929268829205779467e-02,5.093864558787208202e-02,3.518601937553681065e-03
-2.894553018612489037e-01,1.311266011919951235e-01,1.333660093575625427e-01,4.511858845659411088e-02,-1.073691256453366133e-01,-1.576409706217855033e-01,-3.704257976739810942e-02
-2.847239812288808181e-01,9.872071050127385894e-02,7.346760390270484775e-02,1.005995794271283550e-01,1.029502383632684669e-02,1.134574697186404788e-02,2.657465452862337735e-02
-2.768353724224780765e-01,1.036560027362613129e-01,1.489359969127847846e-03,-1.098931614051233963e-01,-4.426284330411484058e-02,1.559511168144307180e-01,-6.362507630012004256e-02
-2.655234360873888755e-01,3.742133412659835734e-02,-2.709963133566476584e-02,6.038488213746255606e-02,-2.360668272351058306e-01,-1.587935033898688619e-01,2.454585058179973300e-01
-2.515118606336791962e-01,-4.972799926138788025e-03,-3.029009124187537205e-02,1.589046404087286202e-01,-2.352485853578527852e-01,-2.363052409564467271e-01,-2.327458763128662997e-02
-2.350417944551320415e-01,-4.342532928346359150e-02,-9.818958716161932387e-02,1.462009646131496587e-01,7.206791928501204980e-02,6.889558299487125691e-03,2.093394142358108792e-02
-2.168229258639176316e-01,-7.439102587663572186e-02,-1.569398699706087488e-02,9.368074139233505127e-02,-6.389205917644058541e-02,1.839701056712162719e-01,-4.615519641044449339e-02
-1.998267709951324633e-01,-7.936039835412669885e-02,4.179008656272073519e-02,4.613947075720468971e-02,-6.167382722944075857e-02,5.913100599860060536e-02,5.267295418107660436e-03
-1.862532122090476694e-01,-1.328234448420388958e-01,1.073364944046104573e-02,1.052625635601883158e-01,-5.820763045304357813e-02,1.179861966865829725e-01,1.002784868293575549e-01
